depa_nombre,muni_nombre,sede_nombre,direccion,telefono,email,naju_nombre,fecha_corte_REPS
CUNDINAMARCA,LA VEGA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,TRANSVERSAL 3 Nº 10 - 50,8458814,gerenciahospitaldelavega@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,NOCAIMA,PUESTO DE SALUD DE NOCAIMA,"Carrera  6 N 9-18 - 24 - 42 , Carrera  5 N 9 - 21",8451002,gerenciahospitaldelavega@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,BOJACÁ,CENTRO DE SALUD DE BOJACA,Carrera. 6 No. 6-46,_,hmdrid@gobercom.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,EL ROSAL,CENTRO DE SALUD EL ROSAL,KR 7 No. 10-11,8240095,hmdrid@gobercom.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,E.S.E.HOSPITAL SANTA MATILDE DE MADRID,CR. 6 N° 11-45,5461950  Ext.101 - 105,hospitalmadrid@gmail.com - hmadrid@cundinamarca.gov.co - calidad@hsmmadrid.gov.co - calidadhsmm@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,CENTRO DE SALUD EL SOCIEGO,KR 22 No. 1-48 SUR,8254343,hmadrid@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,CENTRO DE SALUD PUENTE DE PIEDRA,KM 15 AUTOPISTA MEDELLIN,8253324,hmdrid@gobercom.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,ZIPACÓN,CENTRO DE SALUD DE ZIPACON,CL 5 No. 2-06,8549152,hmadrid@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,CHÍA,CENTRO DE ATENCION EN SALUD CAFAM CHIA,Kra 9 # 16 A 07-11,3105111 Ext. 4275-4152,calidadsalud@cafam.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,FACATATIVÁ,Centro de Atenciòn en Salud Cafam Facatativa,CL 4 No. 2-60,3105111 Ext. 4275-4152,calidadsalud@cafam.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,CAFAM Centro de Atención en Salud MADRID,KR 9 No. 7-86,3105111 Ext. 4275-4152,calidadsalud@cafam.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,Centro de Atención en Salud Cafam Nuevo Madrid,Carrera  10 No. 7 ? 35,3105111 Ext. 4275-4152,calidadsalud@cafam.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,CAFAM CENTRO DE ATENCION EN SALUD SOACHA,KR 3 a No 29 a-02 local 1041,3105111 Ext. 4275-4152,calidadsalud@cafam.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MADRID,CENTRO AMBULATORIO GUSTAVO ESCALLON CAYZEDO,CL 7 19-93,8252001,centro.madrid@fsfb.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MEDINA,E.S.E. HOSPITAL NUESTRA SEÑORA DE MEDINA,KR 6 No.11-38,3124499990-3124499984-3105623091-(8)6768989,contactenos@esehospitalmedina.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PARATEBUENO,CENTRO DE SALUD PARATEBUENO,KR 9 No. 3-20,3124499990-3124499984-3105623091-(8)6768989,contactenos@esehospitalmedina.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MOSQUERA,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DE ESTADO DEL MUNICIPIO DE MOSQUERA,Calle 3 N° 2-15 ESTE,3505384201-3118544415,info@esemariaauxiliadora.gov.co-auditoriacalidad@esemariaauxiliadora.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,MOSQUERA,CENTRO DE SALUD EL PORVENIR,CLL 12 N 5-11 II Sector,8930823,info@esemariaauxiliadora.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,NEMOCÓN,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,KR 6 No.9-40 SUR,8544121,hnemocon@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,NIMAIMA,E.S.E. CENTRO DE SALUD SAN JOSE DE NIMAIMA,KR 4 5-15,8433129,saludnimaima @yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PACHO,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,CL 9 No. 16-35,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PACHO,PUESTO DE SALUD DE PASUNCHA,SIN NOMENCLATURA,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PAIME,PUESTO DE SALUD DE PAIME,SIN NOMENCLATURA,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PAIME,PUESTO DE SALUD TUDELA,SIN NOMENCLATURA,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SUPATÁ,PUESTO DE SALUD DE SUPATA,K 8 3 11 C 3 7 45 K 7 3 20 DEL CASCO URBANO SUPATA,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TOPAIPÍ,PUESTO DE SALUD DE TOPAIPI,SIN NOMENCLATURA,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VILLAGÓMEZ,PUESTO DE SALUD DE VILLAGOMEZ,Carrera  5 No. 3 - 25,8540055,hpacho@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PUERTO SALGAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,calle 14# 2-91,(6)8398212 - 3187344804,hdtpsalgar@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,RICAURTE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,CL 4 No. 14B-22,8317484,csricaurteese@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA,KR 5 No. 4-18,8450034,esehospitalsat@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN FRANCISCO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,CL 5 KR 7 ESQ,(1) 8478336,esesanfranciscodesales@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,BELTRÁN,PUESTO DE SALUD BELTRAN,CENTRO,8373120,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,BELTRÁN,PUESTO DE SALUD PAQUILO,CENTRO,8465016,hospitalsjr@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,BITUIMA,PUESTO DE SALUD BITUIMA,CENTRO,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,PULÍ,PUESTO DE SALUD PULI,CENTRO,8465246,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN JUAN DE RÍO SECO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,CALLE 4A NO. 1 - 52,8465016,hospitalsjr@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN JUAN DE RÍO SECO,PUESTO DE SALUD CAMBAO,CENTRO,8373120,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN JUAN DE RÍO SECO,PUESTO DE SALUD SAN NICOLAS,CENTRO,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SASAIMA,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,Carrera  4 No. 8A-75,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,GACHANCIPÁ,PUESTO DE SALUD DE GACHANCIPA,KR 2 No. 6-41,3112305226 - 3107873430 - 091 8568062,planeacion@hospital-sesquile-cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SESQUILÉ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,CALLE 5 N° 8-66,091 8568062 - 3112305226 - 3107873430,planeacion@hospital-sesquile-cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SILVANIA,HOSPITAL ISMAEL SILVA E.S.E.,Carrera  2a No. 14 -93,8684888,hospitalismaelsilva@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SILVANIA,HOSPITAL ISMAEL SILVA ESE SEDE SUBIA,SUBIA CENTRAL AUTOP PANAMERICANA,8684026,hospitalismaelsilva@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SILVANIA,HOSPITAL ISMAEL SILVA ESE SEDE AGUABONITA,VEREDA AGUABONITA,8684026,hospitalismaelsilva@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,EMPRESA DE SALUD EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA,KR 2 No. 12-38,7293922,empresadesalud@esesoacha.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,EMPRESA DE SALUD EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA SEDE SAN MATEO,CL 28D No. 7-50,7125840,empresadesalud@esesoacha.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,EMPRESA DE SALUD EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA SEDE LOS OLIVOS,CL 1A No. 9-23,7218062,empresadesalud@esesoacha.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,EMPRESA DE SALUD EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA SEDE CIUDADELA SUCRE,DG 44 No. 40-25,5704926,empresadesalud@esesoacha.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,EMPRESA DE SALUD EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA SEDE COMPARTIR,TV 17 No. 6-10,7122922,empresadesalud@esesoacha.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,ASISTIR SALUD SAS SOACHA LEON XIII,Calle 49 No. 7 21,2231145,gerenciageneral@asistirsalud.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,GRANADA,CENTRO DE SALUD DE GRANADA,CL 10 No. 13 - 15,7309230 Ext. 3080 - 3107983396,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SIBATÉ,CENTRO DE SALUD DE SIBATE,Carrera  7 # 10-67,7309230 Ext. 3071,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SIBATÉ,PUESTO DE SALUD PABLO NERUDA,KR 14 N 5 - 82,7198869,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,CENTRO DE SALUD CIUDAD LATINA - 257540038004,CL 1B N 22 - 08,7309230 Ext. 3051,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,PUESTO DE SALUD CHARQUITO - 257540038006,KR 2 N 7- 39,7309230,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,PUESTO DE SALUD LUIS CARLOS GALAN - 257540038007,CL 11A N 12-04 ESTE,7309230 Ext. 3021,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,PUESTO DE SALUD SANTILLANA - 257540038009,CL 7 N 3 ESTE 00,7309230 Ext. 3030,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,PUESTO DE SALUD LA DESPENSA - 257540038010,KR 11 N 12-76,7309230 Ext. 3041,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,CENTRO DE PROMOCION Y PREVENCION,Calle 12 N. 9-90,7309230 Ext. 3005,hsoacha@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,Carrea 4 este N° 31-88,5922979,gerencia@procardiohcc.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,FUSAGASUGÁ,BIENESTAR IPS SEDE FUSAGASUGÁ,Diagonal 6 No. 26 - 75,3132360704,directormedicobtasur@cecam-ips.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOACHA,BIENESTAR IPS SOACHA,CALLE 13 No 8 70,4873434-3176415695,directormedicobtasur@cecam-ips.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,LA CALERA,CENTRO DE SALUD DE LA CALERA,kR. 4 Cl 8 ESQUINA,8601033,hospitalsopo@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SOPÓ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO,KR 4 No. 5-89,091-8572242 - 091-8572697,hsopo@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TOCANCIPÁ,PUESTO DE SALUD DE TOCANCIPA SEDE AMBULATORIA,Carrera  6 No 7 - 71 SEGUNDO PISO,8574130,hospitalsopo@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SUESCA,E.S.E. HOSPITAL NUESTRA SENORA DEL ROSARIO SUESCA,CL 9A No. 3-80,8363147,hnsrsuesca@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TABIO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,CL 3 No. 4-00,8647222,htabio@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TAUSA,E.S.E. CENTRO DE SALUD DE TAUSA,KR 4 No. 4 - 12,8583024,esetausa@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TENJO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,Calle 3 No. 6-03,8654118 8654554,htenjo@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,AGUA DE DIOS,CENTRO DE SALUD JOHAN DE AGUA DE DIOS,KR 10 CLL 13 ESQUINA,8343246,hmfa@telecom.com.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,JERUSALÉN,PUESTO DE SALUD JERUSALEN,_,8370060,hmfa@telecom.com.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,APULO,CENTRO DE SALUD RAFAEL REYES DE APULO,CL 7 No 4 -74,8397073,hmfa@telecom.com.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TOCAIMA,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,KR 10 No. 5-64,3203334146,htocaima@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SUESCA,UMQOSC SEDE SUESCA,KR 7 No. 9B-05,8563754,santacarolina@umsantacarolina.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,TOCANCIPÁ,UMQOSC SEDE TOCANCIPA,kr 4 No 13-142,3203336998,gerencia@umsantacarolina.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,FÚQUENE,CENTRO DE SALUD DE FUQUENE,CL 7 No. 2-31,8585003 - 8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,FÚQUENE,CENTRO DE SALUD CAPELLANIA,Carrera  2 No. 2 - 20,8558156 - 8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,LENGUAZAQUE,CENTRO DE SALUD DE LENGUAZAQUE,CL 3 No. 5-16,8557120 - 8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SIMIJACA,CENTRO DE SALUD DE SIMIJACA,CALLE 10 No. 6-49,8555197 -8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SUSA,CENTRO DE SALUD DE SUSA,Carrera  3 No.8-27,8559243 - 8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SUTATAUSA,CENTRO DE SALUD DE SUTATUSA,KR 4 CL 2,8582027 - 8552166,hubate@cundinamarca.gov.co - comunitariahubate@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,MEDIO SAN JUAN,IPS ROBLE SALUD MEDIO SAN JUAN,CENTRO DE SALUD,3185956439,ENRIQUEROBLEDO@OUTLOOK.ES,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,KR 4 No. 5-44,8552833 - 8553222 Ext. 137,gerencia@hospitalubate.gov.co gestiondecalidad@hospitalubate.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,UNE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,KR 4 No. 1-39,8488400,esecentrodesaludtrc@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VERGARA,E.S.E. HOSPITAL SANTA BARBARA DE VERGARA,VEREDA EL PALMAR,3132855857,hvergara@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VIANÍ,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,KR 7 No.2-52,3208031965,esehospitalviani@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,LA PEÑA,CENTRO DE SALUD LA PEÑA,CENTRO,8444573,hospitalsalazarvta@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,QUEBRADANEGRA,PUESTO DE SALUD QUEDRADANEGRA,CENTRO,091-8408009,hospitalsalazarvta@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,ÚTICA,CENTRO DE SALUD UTICA,KR 1 N 2-14 B,8445500,hospitalsalazarvta@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VILLETA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SALAZAR DE VILLETA,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VILLETA,UNIDAD MEDICA CENTRAL IPS SEDE PRINCIPAL,CALLE 5 No. 6-51,8444742 - 8445213,umcentralips@yahoo.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,VIOTÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,CALLE 17 No. 15-186-256,8349412 - 8349413 - 8349027,hviota@cundinamarca.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,ZIPAQUIRÁ,A&G SERVICIOS DE SALUD S.A.S,Carrera 10 N. 1- 77,8521530- 8515950,aygniza@yahoo.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,COGUA,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA - CENTRO DE SALUD COGUA,CL 4 KR 2 N ESQUINA,8522456,hoszipa@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,SAN CAYETANO,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA - PUESTO DE SALUD SAN CAYETANO,MZ 15,8522456,hozzipa@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,ZIPAQUIRÁ,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,CALLE 10 N. 7-52,8522456,hoszipa@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
MAGDALENA,SANTA MARTA,ULUEIZHI,RESGUARDO KOGUI MALAYO ARHUACO,4347316,leyuman@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CUNDINAMARCA,ZIPAQUIRÁ,CENTRO INMUNOLOGICO SANTA RITA S.A.S,Carrera  15 # 1 40 LOC 101,3144507338,ips.santarita@gmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,ESE. HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,SECTOR LOS ROSALES,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,CORREGIMIENTO DE TAGACHI,6710090,hlirv@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA DE QUIBDÒ,CORREGIMIENTO DE TUTUNENDO,6710090,hlirv@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,Carrera  4a. No. 29 - 57,6711313,ipscomfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,ACANDÍ,COMFACHOCO - HOSPITAL LASCARIO BARBOSA AVENDAÑO,Carrera 2 #26-20 BARRIO ROMA,611597,comfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,CONTROL VIDA EU,Carrera  4 N° 27-18,6724469,controlvidaeu@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,BAHÍA SOLANO,COMFACHOCO - HOSPITAL JULIO FIGUEROA VILLA,HOSPITAL JULIO FIGUEROA VILLA BAHIA SOLANO,3122469794,comfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,JURADÓ,COMFACHOCO - CENTRO DE SALUD PABLO SEXTO,BARRIO PUEBLO VIEJO SECTOR PABLO SEXTO,3137502196,comfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,NUQUÍ,IPS COMFACHOCO SAN PEDRO CLAVER NUQUI,CENTRO DE SALUD NUQUI,6711597,comfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,UNGUÍA,COMFACHOCO - HOSPITAL LOCAL DE UNGUIA,BARRIO ANDALUCIA FRENTE AL PALACIO MUNICIPAL,3218819768,comfachoco@comfachoco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,"Cooperativa de Medicos Especialistas del Choco y Afines ""COOMESA""",Calle 18 N 18-55,310510609 - 3105010478,coomesa@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,RÍO QUITO,MEJORSALUD LTDA RIO QUITO VILLA CONTO,CORREGIMIENTO DE VILLA CONTO,6713128 - 3117191769,kejopasa@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,RÍO QUITO,MEJORSALUD LTDA RIO QUITO PAIMADO,PAIMADO CABECERA MUNICIPAL,6713128- 3117191769,kejopasa@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,ACANDÍ,UNISANAR E.U.,CONSISTORIAL,3155522445,unisanar49@yahoo.ews,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,ALTO BAUDO,UNISANAR IPS,CATRU,3146156796,unisanar49@yahoo.es,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,BAGADÓ,UNISANAR E.U.,BAGADO,6720381,Unisanar49@yahoo.es,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,RÍO QUITO,UNISANAR E.U.,VILLA CONTO,6720381,Unisanar@yohoo.es,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,SAN JOSÉ DEL PALMAR,UNISANAR E.U.,BARRIO PORVENIR,3146156796,unisanar49@yahoo.es,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,EL CANTÓN DEL SAN PABLO,IPS ROBLE SALUD CANTÓN DEL SAN PABLO,CENTRO DE SALUD,3185956439,ENRIQUEROBLEDO@OUTLOOK.ES,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,CÉRTEGUI,IPS ROBLEDO SALUD CERTEGUI,CANDELARIA,3185956439,henrriquerobledo@outlook.es,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,RÍO IRO,IPS ROBLE SALUD SANTA RITA DE IRO,CENTRO DE SALUD,3185956439,ENRIQUEROBLEDO@OUTLOOK.ES,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,UNIÓN PANAMERICANA,IPS ROBLE SALUD UNION PANAMERICANA,CENTRO DE SALUD,3185956439,ENRIQUEROBLEDO@OUTLOOK.ES,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CHOCÓ,QUIBDÓ,COLOMBIA SALUDABLE,CL 25 # 6-27,6708312,colombiasaludable23@epm.net.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
